"VagrantIDNumber","GenderofLeadVagrant","RelationshiptoLeadVagrant","NumberofPeopleinGroup","PersonType","VagrantCategory","SessionStartYear","SessionStartMonth","SettlementCounty","SettlementCountry"
"7337.2.2","F","[Wife]",2,"Dependent","Passing Vagrant",1784,12,"Hertfordshire","England"
"7338.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,12,"Buckinghamshire","England"
"7339.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,12,"Limerick","Ireland"
"734.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1778,10,"Staffordshire","England"
"7340.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,12,"Middlesex","England"
"7341.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,12,"Radnorshire","Wales"
"7342.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,12,"Lincolnshire","England"
"7343.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1784,12,"Brecknockshire","Wales"
"7344.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1784,12,"Middlesex","England"
"7345.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1784,12,"Middlesex","England"
"7346.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1784,12,"Lincolnshire","England"
"7347.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1784,12,"Gloucestershire","England"
"7348.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1784,12,"Leicestershire","England"
"7349.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Northumberland","England"
"7349.2.2","F","[Wife]",2,"Dependent","City Vagrant",1785,1,"Northumberland","England"
"735.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1778,10,"Cheshire","England"
"735.2.2","F","[Wife]",2,"Dependent","City Vagrant",1778,10,"Cheshire","England"
"7350.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1785,1,"Shropshire","England"
"7350.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1785,1,"Shropshire","England"
"7351.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Warwickshire","England"
"7351.2.2","F","[Wife]",2,"Dependent","City Vagrant",1785,1,"Warwickshire","England"
"7352.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Staffordshire","England"
"7353.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1785,1,"Wiltshire","England"
"7353.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1785,1,"Wiltshire","England"
"7354.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Northamptonshire","England"
"7355.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Warwickshire","England"
"7355.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,1,"Warwickshire","England"
"7356.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Waterford","Ireland"
"7357.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Cheshire","England"
"7358.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,1,"Dublin","Ireland"
"7359.1.4","M","[lead vagrant]",4,"Group Leader","City Vagrant",1785,1,"Cheshire","England"
"7359.2.4","F","[Wife]",4,"Dependent","City Vagrant",1785,1,"Cheshire","England"
"7359.3.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1785,1,"Cheshire","England"
"7359.4.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1785,1,"Cheshire","England"
"736.1.2","F","[lead vagrant]",2,"Group Leader","Westminster Vagrant",1778,10,"Gloucestershire","England"
"736.2.2","[unknown]","[Child]",2,"Dependent","Westminster Vagrant",1778,10,"Gloucestershire","England"
"7360.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Surrey","England"
"7361.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Cornwall","England"
"7362.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Cambridgeshire","England"
"7363.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,1,"Devon","England"
"7364.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,1,"Wiltshire","England"
"7365.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Bristol","England"
"7366.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1785,1,"Hertfordshire","England"
"7366.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1785,1,"Hertfordshire","England"
"7367.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Cambridgeshire","England"
"7368.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1785,1,"Kent","England"
"7369.1.2","F","[lead vagrant]",2,"Group Leader","Westminster Vagrant",1785,1,"Shropshire","England"
"7369.2.2","[unknown]","[Child]",2,"Dependent","Westminster Vagrant",1785,1,"Shropshire","England"
"737.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1778,10,"Bedfordshire","England"
"7370.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Staffordshire","England"
"7371.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Dorset","England"
"7372.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Dorset","England"
"7373.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Berkshire","England"
"7374.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Devon","England"
"7375.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7376.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Hertfordshire","England"
"7377.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Devon","England"
"7378.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Yorkshire","England"
"7378.2.2","F","[Wife]",2,"Dependent","City Vagrant",1785,1,"Yorkshire","England"
"7379.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Yorkshire","England"
"738.1.3","M","[lead vagrant]",3,"Group Leader","City Vagrant",1778,10,"Berkshire","England"
"738.2.3","[unknown]","[Wife]",3,"Dependent","City Vagrant",1778,10,"Berkshire","England"
"738.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1778,10,"Berkshire","England"
"7380.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Hampshire","England"
"7381.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Warwickshire","England"
"7382.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Dublin","Ireland"
"7383.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Queen's County","Ireland"
"7384.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Berkshire","England"
"7385.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7386.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Cornwall","England"
"7387.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Northamptonshire","England"
"7388.1.3","M","[lead vagrant]",3,"Group Leader","City Vagrant",1785,1,"Gloucestershire","England"
"7388.2.3","[unknown]","[Wife]",3,"Dependent","City Vagrant",1785,1,"Gloucestershire","England"
"7388.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1785,1,"Gloucestershire","England"
"7389.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"739.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1778,10,"Hampshire","England"
"7390.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Gloucestershire","England"
"7391.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Devon","England"
"7392.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7393.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Berkshire","England"
"7393.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,1,"Berkshire","England"
"7394.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Cork","Ireland"
"7395.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"[unknown]","Ireland"
"7396.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Hertfordshire","England"
"7397.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Hertfordshire","England"
"7397.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,1,"Hertfordshire","England"
"7398.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7399.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Wiltshire","England"
"74.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1777,12,"Hertfordshire","England"
"740.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1778,10,"Suffolk","England"
"7400.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"[unknown]","Ireland"
"7401.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Staffordshire","England"
"7402.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7403.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1785,1,"Kent","England"
"7403.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1785,1,"Kent","England"
"7404.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Suffolk","England"
"7405.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"[unknown]","Ireland"
"7406.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Northamptonshire","England"
"7407.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Yorkshire","England"
"7408.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Lancashire","England"
"7409.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1785,1,"Berkshire","England"
"741.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1778,10,"Cheshire","England"
"7410.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Gloucestershire","England"
"7411.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Shropshire","England"
"7412.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Dublin","Ireland"
"7413.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Nottinghamshire","England"
"7414.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Midlothian","Scotland"
"7415.1.4","M","[lead vagrant]",4,"Group Leader","City Vagrant",1785,1,"Dorset","England"
"7415.2.4","F","[Wife]",4,"Dependent","City Vagrant",1785,1,"Dorset","England"
"7415.3.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1785,1,"Dorset","England"
"7415.4.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1785,1,"Dorset","England"
"7416.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Gloucestershire","England"
"7416.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,1,"Gloucestershire","England"
"7417.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,1,"Devon","England"
"7418.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Waterford","Ireland"
"7419.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Louth","Ireland"
"742.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1778,10,"Somerset","England"
"7420.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1785,1,"Bengal","East Indies"
"7421.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,1,"Cork","Ireland"
"7422.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7423.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7424.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7425.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Essex","England"
"7426.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Yorkshire","England"
"7426.2.2","F","[Wife]",2,"Dependent","City Vagrant",1785,1,"Yorkshire","England"
"7427.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Devon","England"
"7428.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7429.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Cambridgeshire","England"
"743.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1778,10,"Durham","England"
"7430.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Gloucestershire","England"
"7431.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7432.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Cork","Ireland"
"7433.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7434.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Hampshire","England"
"7435.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Northamptonshire","England"
"7436.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Berkshire","England"
"7437.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Warwickshire","England"
"7438.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Hertfordshire","England"
"7439.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Bedfordshire","England"
"744.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1778,10,"Dublin","Ireland"
"7440.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Cork","Ireland"
"7441.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Leicestershire","England"
"7442.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"[unknown]","Scotland"
"7443.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Aberdeenshire","Scotland"
"7444.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7445.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Donegal","Ireland"
"7446.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"[unknown]","Ireland"
"7447.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"King's County","Ireland"
"7448.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Shropshire","England"
"7449.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Denbighshire","Wales"
"745.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1778,7,"Kent","England"
"7450.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"[unknown]","Scotland"
"7451.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Lancashire","England"
"7452.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7453.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Devon","England"
"7454.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Gloucestershire","England"
"7455.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Shropshire","England"
"7456.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"[unknown]","Scotland"
"7457.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7458.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7459.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Dublin","Ireland"
"746.1.4","F","[lead vagrant]",4,"Group Leader","Passing Vagrant",1778,7,"Berkshire","England"
"746.2.4","[unknown]","[Child]",4,"Dependent","Passing Vagrant",1778,7,"Berkshire","England"
"746.3.4","[unknown]","[Child]",4,"Dependent","Passing Vagrant",1778,7,"Berkshire","England"
"746.4.4","[unknown]","[Child]",4,"Dependent","Passing Vagrant",1778,7,"Berkshire","England"
"7460.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7461.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Durham","England"
"7462.1.3","M","[lead vagrant]",3,"Group Leader","City Vagrant",1785,1,"Cornwall","England"
"7462.2.3","[unknown]","[Wife]",3,"Dependent","City Vagrant",1785,1,"Cornwall","England"
"7462.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1785,1,"Cornwall","England"
"7463.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Waterford","Ireland"
"7463.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,1,"Waterford","Ireland"
"7464.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Worcestershire","England"
"7465.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Midlothian","Scotland"
"7466.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Cork","Ireland"
"7466.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,1,"Cork","Ireland"
"7467.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Wiltshire","England"
"7468.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Worcestershire","England"
"7469.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Mayo","Ireland"
"747.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1778,7,"Cumberland","England"
"7470.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Armagh","Ireland"
"7471.1.2","[unknown]","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Cambridgeshire","England"
"7471.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,1,"Cambridgeshire","England"
"7472.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Yorkshire","England"
"7473.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Roscommon","Ireland"
"7474.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Dublin","Ireland"
"7475.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1785,1,"Surrey","England"
"7476.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1785,1,"Surrey","England"
"7477.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7478.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Warwickshire","England"
"7479.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"748.1.3","F","[lead vagrant]",3,"Group Leader","Passed to Middlesex Home",1778,7,"Middlesex","England"
"748.2.3","[unknown]","[Child]",3,"Dependent","Passed to Middlesex Home",1778,7,"Middlesex","England"
"748.3.3","[unknown]","[Child]",3,"Dependent","Passed to Middlesex Home",1778,7,"Middlesex","England"
"7480.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Durham","England"
"7481.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Northumberland","England"
"7482.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7483.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Surrey","England"
"7484.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Hertfordshire","England"
"7484.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,1,"Hertfordshire","England"
"7485.1.2","M","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1785,1,"[unknown]","Ireland"
"7485.2.2","F","[Wife]",2,"Dependent","Middlesex Vagrant",1785,1,"[unknown]","Ireland"
"7486.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Clare","Ireland"
"7487.1.3","M","[lead vagrant]",3,"Group Leader","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7487.2.3","[unknown]","[Wife]",3,"Dependent","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7487.3.3","[unknown]","[Child]",3,"Dependent","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7488.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7489.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"749.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1778,7,"Cambridgeshire","England"
"7490.1.3","F","[lead vagrant]",3,"Group Leader","Westminster Vagrant",1785,1,"Devon","England"
"7490.2.3","[unknown]","[Child]",3,"Dependent","Westminster Vagrant",1785,1,"Devon","England"
"7490.3.3","[unknown]","[Child]",3,"Dependent","Westminster Vagrant",1785,1,"Devon","England"
"7491.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Devon","England"
"7492.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Oxfordshire","England"
"7493.1.3","F","[lead vagrant]",3,"Group Leader","Middlesex Vagrant",1785,1,"Shropshire","England"
"7493.2.3","[unknown]","[Child]",3,"Dependent","Middlesex Vagrant",1785,1,"Shropshire","England"
"7493.3.3","[unknown]","[Child]",3,"Dependent","Middlesex Vagrant",1785,1,"Shropshire","England"
"7494.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7495.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Lincolnshire","England"
"7496.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Warwickshire","England"
"7497.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Cork","Ireland"
"7498.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7499.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"75.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1777,12,"Dublin","Ireland"
"750.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1778,7,"Buckinghamshire","England"
"7500.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Warwickshire","England"
"7501.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Staffordshire","England"
"7502.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7503.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Sligo","Ireland"
"7504.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7505.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1785,1,"[unknown]","[unknown]"
"7506.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,1,"[unknown]","Scotland"
"7507.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Lincolnshire","England"
"7508.1.2","F","[lead vagrant]",2,"Group Leader","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7508.2.2","[unknown]","[Child]",2,"Dependent","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7509.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"751.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1778,7,"Surrey","England"
"7510.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7511.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Devon","England"
"7512.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Lancashire","England"
"7513.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7514.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Cork","Ireland"
"7515.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,1,"Somerset","England"
"7516.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Shropshire","England"
"7516.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,1,"Shropshire","England"
"7517.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Lanarkshire","Scotland"
"7518.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Bristol","England"
"7519.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Midlothian","Scotland"
"752.1.5","F","[lead vagrant]",5,"Group Leader","City Vagrant",1778,7,"Huntingdonshire","England"
"752.2.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1778,7,"Huntingdonshire","England"
"752.3.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1778,7,"Huntingdonshire","England"
"752.4.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1778,7,"Huntingdonshire","England"
"752.5.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1778,7,"Huntingdonshire","England"
"7520.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Hertfordshire","England"
"7521.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Cornwall","England"
"7522.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Yorkshire","England"
"7523.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Gloucestershire","England"
"7524.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Buckinghamshire","England"
"7525.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Oxfordshire","England"
"7526.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Worcestershire","England"
"7526.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,1,"Worcestershire","England"
"7527.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7528.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Buckinghamshire","England"
"7529.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1785,1,"Guernsey","Channel Islands"
"7529.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1785,1,"Guernsey","Channel Islands"
"753.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1778,7,"Lancashire","England"
"7530.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Buckinghamshire","England"
